Starting run from scratch
0,train,0.11507894747978738,0.752032032617101,0.7269115446475158,0.76948011385699,226.8776936531067,7460,2726675456,2879389696,20
0,val,0.05418688227338836,0.881984166504532,0.8600314009609814,0.8959441133313447,43.58564329147339,1288,606948352,2879389696,20
1,train,0.05233915618781274,0.8867265375985119,0.8646518735628868,0.9006783302072819,214.83885836601257,7460,2726003712,2879389696,20
1,val,0.04873029483650586,0.8975171721693902,0.876497985326414,0.9110913338524864,40.8090181350708,1288,606948352,2879389696,20
2,train,0.046410192819499214,0.8986267884753065,0.8786959399012603,0.9110489704230419,220.9295473098755,7460,2726003712,2879389696,20
2,val,0.051526721098952184,0.8921657269494752,0.8622297276415428,0.91191887251323,42.75381684303284,1288,606948352,2879389696,20
3,train,0.043752501583167194,0.9039418078114051,0.8852066538100226,0.9155857719869659,217.7873558998108,7460,2726003712,2879389696,20
3,val,0.04001946082993414,0.9120742295489455,0.8968303564218423,0.921919368630007,37.252243995666504,1288,606948352,2879389696,20
4,train,0.04188530954234793,0.9076197224507753,0.889244104380883,0.9190107863884656,209.9936168193817,7460,2726003712,2879389696,20
4,val,0.04021096289996518,0.9128022105788056,0.8952099440002801,0.9241879177375183,37.11541771888733,1288,606948352,2879389696,20
5,train,0.040742316958014224,0.9100747296939524,0.892431298510903,0.9210058143114008,210.08380722999573,7460,2726003712,2879389696,20
5,val,0.0397483878511034,0.913812727636645,0.8931826242130618,0.9271603662851153,41.40694618225098,1288,606948352,2879389696,20
6,train,0.038590934103477206,0.9142761619508496,0.8975754878852695,0.924596588874612,210.07486987113953,7460,2726003712,2879389696,20
6,val,0.03925621867678528,0.9146085130838387,0.8955378306944858,0.9269505589080909,39.32264995574951,1288,606948352,2879389696,20
7,train,0.03854155569425615,0.9141786603782717,0.8970702813900717,0.9247506021874736,243.43036127090454,7460,2726003712,2879389696,20
7,val,0.04201127778956427,0.9115901468182915,0.8891618865595382,0.9261214440042286,44.116052865982056,1288,606948352,2879389696,20
8,train,0.03732782025145983,0.9167478388831259,0.9000410730134649,0.9270681261849975,224.66778182983398,7460,2726003712,2879389696,20
8,val,0.037902164283942955,0.9175149863654379,0.9019959557983989,0.9274881396891396,44.35424518585205,1288,606948352,2879389696,20
9,train,0.03671065378144735,0.9179189808519409,0.901480450454371,0.9280681328229502,234.9746904373169,7460,2726003712,2879389696,20
9,val,0.038585164003279104,0.9161582500598642,0.8973188029041678,0.9282813132684953,49.86004042625427,1288,606948352,2879389696,20
10,train,0.0362514474299711,0.9188392992147216,0.902794501591613,0.928748660788146,232.6382486820221,7460,2726003712,2879389696,20
10,val,0.03657346125987262,0.9193328693455569,0.9043472872838592,0.9289047056709367,54.3448326587677,1288,606948352,2879389696,20
11,train,0.03542224210194492,0.9207045025810211,0.9053139977412142,0.9302053000984742,228.51888394355774,7460,2726003712,2879389696,20
11,val,0.0371163536015686,0.9186583857405645,0.9050708648229949,0.9273078855449223,45.19261121749878,1288,606948352,2879389696,20
12,train,0.03488790025568611,0.9215243240076241,0.9061745524281556,0.9309944246286319,228.9537856578827,7460,2726003712,2879389696,20
12,val,0.03753106834952226,0.9164780709511431,0.9058737110126427,0.9231806095065375,48.315069913864136,1288,606948352,2879389696,20
13,train,0.03411200004665715,0.923212788123538,0.9081212764517645,0.9325303124891245,246.7390012741089,7460,2726003712,2879389696,20
13,val,0.03867007737408151,0.9160581142956731,0.8980568666028471,0.927547614882308,51.10248064994812,1288,606948352,2879389696,20
14,train,0.034168204169647234,0.9228662256366473,0.9074911481666125,0.932355838287487,259.5728008747101,7460,2726003712,2879389696,20
14,val,0.042783358837809,0.905707430272929,0.8985073530355474,0.9102552132572913,44.59197974205017,1288,606948352,2879389696,20
15,train,0.03328691180845368,0.924941059796111,0.9102741062427756,0.9339917785710709,228.5192379951477,7460,2726003712,2879389696,20
15,val,0.036690213892121085,0.9196684869231714,0.9076598954493041,0.9272880268238426,42.077162981033325,1288,606948352,2879389696,20
16,train,0.03324352902970051,0.925097332781153,0.9103370480689501,0.9342113734424161,235.6383056640625,7460,2726003712,2879389696,20
16,val,0.03826761931758943,0.9149768697381933,0.901091965182296,0.9236166017876658,44.24147915840149,1288,606948352,2879389696,20
17,train,0.032504092240128755,0.9265841435105319,0.9118505840007614,0.9356774419773278,228.68289279937744,7460,2726003712,2879389696,20
17,val,0.0390648967731073,0.9173244416592972,0.8990501492806799,0.9291189802480813,38.180649518966675,1288,606948352,2879389696,20
18,train,0.03215632301168186,0.927175968247084,0.9126017310329658,0.9361786661771643,228.41432738304138,7460,2726003712,2879389696,20
18,val,0.03697959943663289,0.9200116537299697,0.9046958729559292,0.9297087129920331,48.05285120010376,1288,606948352,2879389696,20
19,train,0.03162473122465824,0.9284546009168164,0.9142860859062806,0.937195371368141,250.9458737373352,7460,2726003712,2879389696,20
19,val,0.036982184505716505,0.9203583388698428,0.9069593753152544,0.9288315885181008,47.37404799461365,1288,606948352,2879389696,20
20,train,0.03128284139811109,0.9291369964080582,0.9146988160429428,0.9380504917816274,232.28106474876404,7460,2726003712,2879389696,20
20,val,0.03678854833402959,0.9199377812160102,0.9080065731518979,0.9274917245315067,47.16317844390869,1288,606948352,2879389696,20
21,train,0.031391490026904896,0.9290277807692902,0.9149956422833991,0.9376880030644915,238.17416620254517,7460,2726003712,2879389696,20
21,val,0.03635477584522628,0.9222547362172208,0.9066134323538103,0.9321761010136108,45.9379768371582,1288,606948352,2879389696,20
22,train,0.030632835789335212,0.9306271138874648,0.9165500515070281,0.9393230908643109,232.62700271606445,7460,2726003712,2879389696,20
